,AUD_l,SS_l,ENT_l,EP_l,Isocortex_l,AI_l,CTXsp_l,SSp_l,VIS_l,HEM_l,COA_l,RHP_l,CA_l,GENv_l,CN_l,PTLp_l,STRd_l,sAMY_l,GENd_l,PALd_l,HIP_l,DORpm_l,OLF_l,VP_l,MO_l,CBN_l,P-sen_l,MY-sen_l,PALv_l,LAT_l,STRv_l,MBsta_l,LZ_l,VNC_l,VENT_l,MBsen_l,ATN_l,PRT_l,ORB_l,SPF_l,PGRN_l,MDRN_l,MY-mot_l,PALc_l,MBmot_l,DORsm_l,RSP_l,VERM_l,TM_l,ILM_l,P-mot_l,HY_l,DCN_l,P-sat_l,LS_l,MSC_l,MEZ_l,MED_l,MBO_l,ACA_l,PVR_l,EPI_l,LSX_l,PALm_l,PHY_l,PVZ_l,MTN_l,RAmb_l,MY-sat_l,MY-sat_r,RAmb_r,MTN_r,PVZ_r,PHY_r,PALm_r,LSX_r,EPI_r,PVR_r,ACA_r,MBO_r,MED_r,MEZ_r,MSC_r,LS_r,P-sat_r,DCN_r,HY_r,P-mot_r,ILM_r,TM_r,VERM_r,DORsm_r,RSP_r,MBmot_r,PALc_r,MY-mot_r,MDRN_r,PGRN_r,SPF_r,ORB_r,PRT_r,ATN_r,MBsen_r,VENT_r,VNC_r,LZ_r,MBsta_r,STRv_r,LAT_r,PALv_r,MY-sen_r,P-sen_r,CBN_r,MO_r,VP_r,OLF_r,DORpm_r,HIP_r,PALd_r,GENd_r,sAMY_r,STRd_r,PTLp_r,CN_r,GENv_r,CA_r,RHP_r,COA_r,HEM_r,VIS_r,SSp_r,CTXsp_r,AI_r,Isocortex_r,EP_r,ENT_r,SS_r,AUD_r
201584,2981.0,58388.0,11495.0,2354.0,20044.0,10282.0,1172.0,433368.0,34290.0,11541922.0,24.0,39543.0,10328.0,11904.0,106310.0,5727.0,856.0,3226.0,7074.0,10844.0,11637.0,2145.0,57228.0,67007.0,229205.0,1128350.0,178837.0,86831.0,3987.0,56705.0,37451.0,153.0,17286.0,205226.0,14515.0,447861.0,5963.0,18989.0,5246.0,1462.0,3603.0,721.0,233896.0,2279.0,49649.0,7657.0,266623.0,9602578.0,0.0,11129.0,31450.0,1168.0,87223.0,8282.0,1955.0,218.0,88.0,23900.0,1350.0,110692.0,191.0,645.0,967.0,247.0,837.0,3628.0,5216.0,4679.0,57.0,105.0,4410.0,2960.0,2741.0,394.0,492.0,414.0,1764.0,206.0,123813.0,285.0,17348.0,673.0,121.0,237.0,6355.0,65736.0,2690.0,37482.0,15175.0,0.0,9159090.0,5402.0,188494.0,63156.0,2076.0,148165.0,4156.0,853.0,1009.0,3915.0,11874.0,5549.0,622268.0,37273.0,178266.0,14882.0,760.0,44693.0,40393.0,3655.0,103151.0,147782.0,849351.0,295221.0,64650.0,33153.0,410.0,3363.0,12488.0,14096.0,7416.0,1784.0,15205.0,46949.0,17849.0,5692.0,62351.0,201.0,10947225.0,36481.0,495622.0,618.0,14475.0,23710.0,7312.0,81060.0,76331.0,1398.0
201585,713.0,409.0,17207.0,107.0,187.0,329.0,418.0,31943.0,238.0,4912688.0,0.0,189.0,578.0,1430.0,2747.0,846.0,411.0,336.0,1767.0,131.0,279.0,1288.0,4233.0,8132.0,12168.0,471645.0,46672.0,32535.0,58.0,13549.0,2902.0,0.0,1003.0,41095.0,3072.0,423908.0,782.0,999.0,704.0,220.0,1903.0,156.0,71809.0,461.0,9120.0,1226.0,18642.0,4504137.0,1.0,1603.0,10871.0,114.0,8442.0,1180.0,13.0,0.0,272.0,1880.0,112.0,3432.0,148.0,104.0,0.0,11.0,23.0,71.0,357.0,168.0,2.0,0.0,56.0,1871.0,337.0,2.0,5.0,254.0,638.0,76.0,3267.0,51.0,2271.0,1.0,0.0,120.0,2084.0,18784.0,149.0,10592.0,704.0,0.0,4754348.0,1053.0,23500.0,3283.0,186.0,73657.0,309.0,1774.0,23.0,585.0,852.0,1347.0,312360.0,3772.0,91809.0,1196.0,10.0,3739.0,8682.0,440.0,63033.0,89539.0,414679.0,15625.0,15667.0,4912.0,542.0,184.0,521.0,1839.0,340.0,343.0,591.0,22599.0,1882.0,1319.0,1387.0,1.0,4721588.0,586.0,55508.0,344.0,219.0,370.0,48.0,5040.0,3683.0,318.0
201586,1258.0,6981.0,3781.0,82.0,1341.0,537.0,718.0,106034.0,4607.0,7483868.0,11.0,1450.0,4407.0,1477.0,18683.0,4994.0,467.0,136.0,4830.0,528.0,1046.0,111.0,10655.0,7223.0,52232.0,527483.0,50581.0,100005.0,303.0,20103.0,4756.0,83.0,1548.0,135332.0,776.0,135044.0,907.0,2801.0,3367.0,1321.0,2265.0,877.0,111320.0,367.0,7735.0,1274.0,58070.0,5922629.0,0.0,3581.0,20504.0,169.0,30391.0,6435.0,156.0,9.0,45.0,3329.0,1.0,14791.0,12.0,161.0,170.0,25.0,31.0,128.0,502.0,1780.0,0.0,0.0,685.0,41.0,699.0,21.0,12.0,211.0,14.0,26.0,8909.0,7.0,7371.0,463.0,0.0,113.0,666.0,23624.0,778.0,10041.0,3079.0,0.0,6783945.0,2356.0,69939.0,11118.0,525.0,83975.0,625.0,1817.0,318.0,4282.0,4491.0,540.0,153423.0,660.0,114653.0,3519.0,149.0,13071.0,16262.0,451.0,106032.0,10436.0,638372.0,77395.0,28226.0,8537.0,1262.0,2439.0,1832.0,15278.0,958.0,778.0,13480.0,27941.0,7319.0,16691.0,9197.0,81.0,8580522.0,3916.0,134926.0,293.0,1339.0,2753.0,3221.0,7701.0,36085.0,3133.0
201587,1246.0,7625.0,10097.0,4048.0,20959.0,7546.0,85149.0,4585.0,19593.0,16138616.0,27566.0,60409.0,69814.0,35673.0,32956.0,495.0,26407.0,165994.0,112225.0,27481.0,27808.0,10256.0,2009477.0,1115.0,15110.0,124704.0,41822.0,20405.0,15244.0,84604.0,71483.0,110.0,31577.0,35771.0,643.0,1676407.0,6580.0,179251.0,9348.0,1165.0,421.0,636.0,19942.0,25089.0,174414.0,9369.0,469157.0,10923446.0,2.0,2553.0,4256.0,22.0,12878.0,4204.0,9596.0,3017.0,22093.0,6943.0,137.0,31451.0,56393.0,14697.0,12019.0,41050.0,571.0,48161.0,10276.0,2963.0,13.0,29.0,5756.0,11876.0,59358.0,1699.0,49746.0,8542.0,30425.0,57831.0,9228.0,117.0,11657.0,26029.0,2725.0,4018.0,1690.0,21646.0,78.0,5151.0,4831.0,19.0,11076630.0,12488.0,405917.0,78342.0,20972.0,16540.0,1883.0,407.0,117.0,32536.0,157609.0,12609.0,1835807.0,615.0,24519.0,39132.0,97.0,40919.0,84054.0,19988.0,27300.0,46497.0,204653.0,27826.0,1414.0,2248040.0,12482.0,39135.0,18987.0,39219.0,178291.0,21726.0,950.0,21411.0,35075.0,88253.0,132645.0,57678.0,18869607.0,31221.0,16691.0,73316.0,10139.0,33192.0,2063.0,41448.0,965.0,6664.0
201588,3744.0,9223.0,22635.0,3261.0,8017.0,8264.0,101111.0,11266.0,15712.0,11207096.0,38283.0,91455.0,73184.0,44150.0,19705.0,3775.0,26709.0,174518.0,100597.0,30784.0,13897.0,14024.0,1905964.0,953.0,15479.0,65245.0,25321.0,7834.0,17097.0,112857.0,48196.0,4.0,26588.0,4377.0,396.0,1402138.0,3886.0,237009.0,8619.0,403.0,102.0,850.0,7732.0,12185.0,28207.0,10363.0,263678.0,7315291.0,11.0,2840.0,10296.0,21.0,7997.0,1820.0,4525.0,1749.0,20082.0,6035.0,288.0,21264.0,53734.0,16530.0,5413.0,56660.0,243.0,46587.0,11952.0,2717.0,65.0,63.0,6102.0,10968.0,45887.0,151.0,51206.0,11576.0,18487.0,51190.0,42774.0,185.0,6440.0,21298.0,4627.0,12947.0,1592.0,11484.0,104.0,4547.0,5861.0,30.0,8345164.0,7985.0,338454.0,19221.0,20111.0,15695.0,294.0,180.0,510.0,10631.0,186773.0,5713.0,728331.0,1061.0,35721.0,31427.0,135.0,48660.0,62011.0,19211.0,17995.0,13027.0,101930.0,20589.0,1273.0,1537772.0,7306.0,18026.0,19172.0,60162.0,127732.0,21928.0,351.0,20781.0,40790.0,44057.0,78166.0,56919.0,13112213.0,40161.0,9693.0,43314.0,9261.0,35658.0,4069.0,27271.0,20726.0,12117.0
201589,251.0,3458.0,6505.0,2477.0,23059.0,5061.0,42130.0,13997.0,18516.0,8550357.0,27120.0,53804.0,17512.0,16614.0,27498.0,1091.0,16002.0,88679.0,92829.0,32672.0,23863.0,4934.0,2639376.0,300.0,17473.0,42665.0,62525.0,23865.0,5886.0,31309.0,46164.0,31.0,32050.0,40453.0,286.0,1120123.0,6879.0,98908.0,8047.0,167.0,13.0,226.0,17003.0,27129.0,21788.0,4116.0,223952.0,6779779.0,4.0,1057.0,3851.0,7.0,15091.0,840.0,5713.0,4689.0,7768.0,9022.0,27.0,4052.0,62733.0,7690.0,6245.0,60656.0,453.0,39799.0,6449.0,511.0,27.0,7.0,438.0,5519.0,36776.0,465.0,27485.0,2895.0,18943.0,61117.0,10184.0,76.0,6131.0,15870.0,2372.0,3075.0,1247.0,18343.0,15.0,3007.0,1855.0,21.0,7183386.0,10962.0,440071.0,10141.0,9449.0,14205.0,685.0,48.0,398.0,4273.0,99792.0,5845.0,1279397.0,207.0,37972.0,53838.0,42.0,25476.0,40767.0,9242.0,17188.0,28405.0,48517.0,12911.0,806.0,3035827.0,7862.0,23659.0,11194.0,56903.0,78582.0,8034.0,1145.0,29883.0,38113.0,42371.0,67890.0,51536.0,12491419.0,26564.0,18130.0,27546.0,8927.0,28256.0,1237.0,42168.0,3002.0,5131.0
201590,19952.0,11086.0,222953.0,6980.0,82937.0,22255.0,142618.0,71563.0,80429.0,13882710.0,71103.0,330646.0,238986.0,79560.0,87008.0,24527.0,24983.0,78653.0,166449.0,21394.0,266760.0,4457.0,2321572.0,3899.0,94452.0,265263.0,148312.0,23779.0,23124.0,104670.0,91031.0,3.0,69520.0,48994.0,724.0,1802132.0,8372.0,46649.0,14542.0,3032.0,183.0,680.0,23886.0,48757.0,150895.0,18053.0,1388578.0,15323468.0,29.0,18162.0,6938.0,1011.0,32400.0,2993.0,23331.0,4737.0,37303.0,18382.0,594.0,56893.0,68359.0,22955.0,23686.0,4253.0,485.0,37873.0,28005.0,8016.0,285.0,56.0,8088.0,25959.0,49500.0,129.0,23144.0,17208.0,40896.0,64489.0,58553.0,1021.0,27401.0,38077.0,5023.0,10054.0,3157.0,9968.0,499.0,6756.0,24923.0,75.0,16751910.0,10535.0,1192860.0,151738.0,41893.0,16846.0,1854.0,284.0,3131.0,8874.0,18720.0,13561.0,1797524.0,467.0,12591.0,56740.0,128.0,71284.0,60563.0,11722.0,17650.0,16554.0,272638.0,53447.0,3797.0,2986572.0,25089.0,238751.0,15524.0,174221.0,79594.0,23270.0,18324.0,23447.0,78624.0,155060.0,402785.0,37632.0,19281335.0,118891.0,62075.0,127123.0,18979.0,91442.0,8206.0,240442.0,36738.0,22627.0
201591,12525.0,36028.0,21373.0,11254.0,68992.0,35755.0,134451.0,87225.0,62002.0,213064.0,12042.0,143040.0,209322.0,24017.0,5259.0,12381.0,19793.0,48201.0,4455.0,10890.0,68463.0,542.0,180370.0,30915.0,139704.0,7415.0,25804.0,33808.0,42911.0,4852.0,52889.0,325.0,14051.0,2541.0,2425.0,32703.0,1567.0,4913.0,21338.0,578.0,2074.0,2275.0,24740.0,2534.0,29604.0,3984.0,151217.0,71312.0,27.0,3447.0,41975.0,328.0,2708.0,1359.0,6253.0,579.0,4803.0,3397.0,925.0,33573.0,3315.0,1351.0,2291.0,16896.0,1129.0,6245.0,2188.0,3835.0,87.0,134.0,5487.0,407.0,3585.0,1284.0,18971.0,356.0,452.0,5759.0,52272.0,1124.0,2173.0,3006.0,651.0,2756.0,2940.0,3711.0,627.0,28478.0,1158.0,0.0,37759.0,900.0,142258.0,17238.0,997.0,31550.0,2278.0,1593.0,271.0,20628.0,4226.0,241.0,21810.0,2122.0,1582.0,13778.0,546.0,61265.0,3795.0,29903.0,25235.0,30890.0,8195.0,133510.0,27401.0,267789.0,55.0,66556.0,11096.0,1559.0,49791.0,17620.0,13981.0,2494.0,4870.0,183653.0,151340.0,20544.0,115450.0,40308.0,184648.0,142853.0,56957.0,80876.0,25831.0,45372.0,35231.0,8224.0
201593,17652.0,24198.0,53474.0,8129.0,56536.0,14966.0,32215.0,54935.0,110261.0,36541.0,12527.0,74751.0,89385.0,12820.0,5301.0,22791.0,20749.0,17067.0,7632.0,7239.0,17928.0,1509.0,97488.0,9567.0,117218.0,5640.0,6852.0,10651.0,15688.0,18533.0,90167.0,315.0,25356.0,8560.0,5603.0,80959.0,9623.0,35553.0,19553.0,2112.0,163.0,1791.0,9437.0,3658.0,65348.0,5821.0,180531.0,46235.0,98.0,4156.0,5129.0,349.0,477.0,2114.0,3223.0,1817.0,16980.0,37662.0,13350.0,27939.0,12708.0,9281.0,1721.0,7999.0,163.0,14488.0,4363.0,1503.0,20.0,14.0,1466.0,2986.0,14609.0,10.0,7569.0,2705.0,810.0,9835.0,53172.0,13442.0,46168.0,15448.0,1632.0,1506.0,3433.0,410.0,761.0,11678.0,3070.0,243.0,49649.0,4546.0,193550.0,81094.0,4091.0,4650.0,1091.0,124.0,1029.0,12334.0,33225.0,3857.0,75282.0,2804.0,6820.0,24223.0,704.0,128273.0,15415.0,20183.0,12298.0,10352.0,713.0,87453.0,4194.0,100661.0,282.0,38655.0,8905.0,4614.0,20180.0,20560.0,21928.0,935.0,6351.0,106779.0,105650.0,19467.0,49803.0,77601.0,92305.0,58665.0,16680.0,37501.0,5609.0,117361.0,18358.0,13799.0
201594,5331.0,5116.0,7554.0,936.0,10732.0,2462.0,10727.0,22138.0,13004.0,25196.0,719.0,12277.0,35203.0,5523.0,1376.0,5339.0,2821.0,3481.0,1604.0,1281.0,8449.0,457.0,25634.0,3954.0,38170.0,847.0,2356.0,3628.0,1853.0,5112.0,19123.0,25.0,5491.0,1026.0,1420.0,23118.0,5961.0,9804.0,6867.0,261.0,3.0,229.0,2188.0,1657.0,9485.0,1744.0,32708.0,22227.0,0.0,3246.0,835.0,40.0,471.0,602.0,726.0,274.0,897.0,12126.0,2220.0,9187.0,1025.0,3190.0,694.0,366.0,19.0,1826.0,3484.0,309.0,6.0,33.0,872.0,2959.0,2017.0,0.0,1308.0,214.0,3957.0,1135.0,9016.0,896.0,12099.0,1337.0,517.0,2076.0,260.0,3070.0,151.0,1503.0,1366.0,9.0,65300.0,1545.0,33405.0,17133.0,944.0,1863.0,90.0,4.0,398.0,8537.0,9655.0,2022.0,28230.0,1060.0,1004.0,5358.0,14.0,23775.0,3911.0,3382.0,5091.0,2802.0,2303.0,29148.0,2607.0,23624.0,437.0,4019.0,2543.0,3436.0,3082.0,3232.0,3669.0,1342.0,5620.0,32447.0,14269.0,2897.0,36476.0,22670.0,23631.0,6528.0,5946.0,17561.0,2717.0,12687.0,5645.0,4853.0
201595,16823.0,10557.0,60538.0,10899.0,71401.0,28388.0,163081.0,45377.0,66187.0,44535208.0,187108.0,371566.0,410148.0,375089.0,23473.0,1726.0,72236.0,777422.0,352758.0,139906.0,191289.0,34579.0,6300367.0,19468.0,37853.0,466661.0,258032.0,127039.0,94548.0,139978.0,297633.0,114.0,371879.0,61694.0,7156.0,3672258.0,14046.0,651125.0,38359.0,2443.0,3924.0,10934.0,45138.0,77162.0,733435.0,28594.0,996012.0,19022947.0,87.0,21865.0,24176.0,361.0,65519.0,20814.0,40804.0,26013.0,52878.0,49739.0,4473.0,32816.0,337928.0,39680.0,64254.0,251132.0,1380.0,120490.0,77682.0,14443.0,313.0,217.0,7092.0,57356.0,112950.0,1804.0,162256.0,27271.0,35650.0,208192.0,72670.0,4424.0,53784.0,77539.0,29108.0,37049.0,16811.0,71934.0,1353.0,20367.0,21904.0,618.0,23145557.0,25542.0,814725.0,422053.0,100298.0,50511.0,5751.0,1478.0,1821.0,51156.0,202461.0,4738.0,3164254.0,3590.0,117952.0,302090.0,1177.0,239631.0,125965.0,91966.0,89382.0,132623.0,92661.0,61229.0,15517.0,9524846.0,76582.0,253053.0,58539.0,321269.0,543132.0,99076.0,19709.0,39294.0,211226.0,406224.0,237050.0,252316.0,50064759.0,67739.0,46498.0,154603.0,53332.0,140959.0,33240.0,152356.0,17458.0,60268.0
201596,633.0,2703.0,1495.0,470.0,2559.0,1809.0,878.0,24224.0,3519.0,63322.0,368.0,11452.0,13376.0,4256.0,741.0,1557.0,9497.0,2256.0,2443.0,2182.0,9210.0,330.0,270767.0,9218.0,25241.0,4872.0,16637.0,14157.0,3218.0,8204.0,13254.0,243.0,8213.0,11604.0,2596.0,25516.0,2546.0,4353.0,1460.0,607.0,681.0,955.0,18393.0,861.0,38778.0,2062.0,15998.0,63968.0,81.0,3191.0,10153.0,190.0,2689.0,6811.0,4569.0,6918.0,3420.0,8969.0,2918.0,7273.0,2047.0,1493.0,576.0,6947.0,455.0,5070.0,2210.0,2732.0,524.0,337.0,2743.0,2670.0,11491.0,493.0,6327.0,1752.0,2156.0,12340.0,5959.0,1848.0,8085.0,8659.0,6346.0,4508.0,7690.0,2037.0,297.0,10259.0,3471.0,157.0,68833.0,2847.0,17325.0,49870.0,11783.0,17022.0,1227.0,1049.0,444.0,1643.0,7359.0,2694.0,25416.0,2969.0,10934.0,20380.0,143.0,14768.0,6585.0,5813.0,15876.0,16517.0,5436.0,27331.0,10718.0,276916.0,330.0,10827.0,5224.0,3402.0,4899.0,7728.0,1312.0,956.0,6388.0,10944.0,7829.0,741.0,99413.0,2988.0,34593.0,2660.0,1967.0,2862.0,661.0,1590.0,3844.0,555.0
201598,94933.0,97710.0,279080.0,36232.0,301043.0,108018.0,421964.0,120645.0,238961.0,96612512.0,423021.0,382234.0,665782.0,257940.0,135588.0,34908.0,232653.0,1125118.0,532828.0,119335.0,497615.0,20319.0,8465389.0,49207.0,259687.0,561758.0,468250.0,810101.0,210493.0,419892.0,639282.0,1504.0,419582.0,735546.0,10363.0,5001018.0,51927.0,576799.0,166069.0,24854.0,11430.0,16303.0,174725.0,309644.0,692663.0,89545.0,1248072.0,61709098.0,1761.0,35061.0,156451.0,9043.0,492284.0,52723.0,131236.0,56623.0,326058.0,204273.0,9358.0,199357.0,340342.0,200975.0,127238.0,326007.0,8625.0,356718.0,214185.0,24858.0,808.0,1166.0,33388.0,197973.0,380446.0,4873.0,196470.0,108043.0,97529.0,517574.0,62916.0,6247.0,96320.0,296502.0,74988.0,108430.0,33401.0,240889.0,4791.0,99436.0,26049.0,5369.0,63301852.0,69802.0,1516530.0,737895.0,296040.0,159801.0,48227.0,14976.0,14484.0,102122.0,313609.0,16143.0,4680762.0,12191.0,669611.0,692780.0,889.0,594226.0,164900.0,192213.0,1098381.0,350369.0,1241398.0,126368.0,31613.0,9557551.0,14588.0,571046.0,64172.0,329981.0,905285.0,224884.0,27407.0,166290.0,343406.0,841271.0,597983.0,387200.0,79789364.0,147496.0,101469.0,396746.0,133809.0,218074.0,41124.0,207161.0,43240.0,71024.0
201602,29449.0,51680.0,129348.0,12475.0,121852.0,54636.0,67401.0,166966.0,185696.0,73497.0,43372.0,192626.0,326687.0,42954.0,2290.0,49617.0,45009.0,41179.0,8901.0,28310.0,88843.0,673.0,229484.0,20756.0,317080.0,18637.0,24932.0,22458.0,42482.0,20834.0,273630.0,1462.0,48323.0,24489.0,5229.0,135280.0,11193.0,58288.0,34960.0,1853.0,854.0,3184.0,30292.0,15656.0,112852.0,10242.0,174300.0,108175.0,1271.0,16432.0,20401.0,843.0,3799.0,7836.0,24343.0,8535.0,23215.0,30066.0,13473.0,91615.0,18087.0,6423.0,12905.0,15801.0,789.0,27160.0,12485.0,2552.0,278.0,209.0,3698.0,6579.0,47903.0,641.0,15349.0,13640.0,4753.0,33150.0,60425.0,14224.0,70244.0,42838.0,10527.0,21332.0,6088.0,5810.0,1599.0,16604.0,9911.0,607.0,82507.0,8195.0,198247.0,123647.0,15808.0,36722.0,3177.0,847.0,1584.0,78347.0,33488.0,18163.0,149668.0,6280.0,29447.0,64641.0,1797.0,349160.0,27143.0,59515.0,25143.0,14408.0,5929.0,234176.0,20657.0,241269.0,2585.0,113416.0,25612.0,10728.0,40966.0,48887.0,20097.0,9034.0,24405.0,373470.0,222158.0,95631.0,108655.0,138507.0,125572.0,83751.0,46282.0,74878.0,17689.0,253119.0,63559.0,21877.0
201603,40341.0,64551.0,15446.0,7448.0,84796.0,66820.0,8989.0,327463.0,36076.0,24664341.0,10833.0,14717.0,56070.0,9499.0,51621.0,11188.0,17344.0,10288.0,793.0,9204.0,22174.0,162.0,150950.0,37880.0,350049.0,315514.0,274043.0,186618.0,23053.0,15228.0,90924.0,917.0,110346.0,338563.0,14645.0,1061947.0,19534.0,21594.0,26542.0,1824.0,4359.0,9241.0,92511.0,12723.0,189201.0,9978.0,49247.0,23047577.0,1111.0,9570.0,125152.0,1591.0,42918.0,56763.0,5386.0,19094.0,26304.0,16040.0,30737.0,18917.0,23154.0,2949.0,5901.0,15045.0,1985.0,55944.0,22418.0,15073.0,897.0,1559.0,27601.0,19357.0,80791.0,1969.0,12745.0,6699.0,3342.0,25835.0,20146.0,33708.0,15235.0,25559.0,8500.0,13027.0,65376.0,88027.0,2306.0,142226.0,7495.0,448.0,23876107.0,9944.0,36582.0,215823.0,16455.0,113831.0,7762.0,7804.0,1781.0,15134.0,5441.0,9898.0,1167285.0,3758.0,333487.0,122772.0,2219.0,97245.0,9010.0,21857.0,364855.0,361179.0,329281.0,240730.0,9886.0,155104.0,711.0,49197.0,14543.0,2908.0,25955.0,17971.0,19573.0,128535.0,5385.0,84523.0,23615.0,21866.0,29774367.0,50682.0,186016.0,28645.0,63363.0,55242.0,9094.0,26444.0,63253.0,28415.0
201604,227.0,4299.0,1118.0,19329.0,10844.0,22336.0,49375.0,25610.0,5868.0,175.0,671.0,9304.0,16824.0,29860.0,67.0,712.0,83987.0,92576.0,4045.0,101810.0,13900.0,10147.0,487317.0,43390.0,51668.0,168.0,44137.0,10422.0,175550.0,3215.0,993015.0,35788.0,137637.0,4179.0,12323.0,108636.0,621.0,6358.0,33125.0,1662.0,49.0,1268.0,27364.0,18417.0,339048.0,24508.0,34491.0,2965.0,0.0,3818.0,6117.0,10923.0,41.0,2254.0,5397.0,1314.0,16673.0,32554.0,89.0,3888.0,46292.0,480.0,3562.0,3098.0,1594.0,49030.0,31479.0,13652.0,118.0,110.0,11747.0,22504.0,49837.0,1406.0,4945.0,3458.0,811.0,13423.0,13039.0,160.0,5689.0,10881.0,2530.0,5435.0,2562.0,883.0,30461.0,7697.0,2143.0,0.0,2232.0,33359.0,18769.0,442210.0,18718.0,49069.0,2947.0,967.0,5432.0,19146.0,5158.0,1313.0,145589.0,14496.0,8135.0,190760.0,24222.0,1314013.0,10293.0,267670.0,47722.0,84717.0,153.0,36773.0,44418.0,406743.0,11463.0,7641.0,159299.0,7546.0,144653.0,166884.0,170.0,584.0,24242.0,26720.0,9185.0,253.0,2476.0,15442.0,16467.0,35886.0,48315.0,9981.0,40913.0,13580.0,8530.0,407.0
201605,772.0,471.0,6628.0,4680.0,5376.0,3522.0,25240.0,10193.0,2597.0,421.0,537.0,2515.0,11570.0,3670.0,142.0,842.0,75787.0,78850.0,9593.0,21824.0,14602.0,4939.0,68895.0,6262.0,8518.0,288.0,30672.0,25415.0,83490.0,5537.0,386396.0,8244.0,61772.0,2631.0,590.0,40870.0,301.0,2420.0,4118.0,1120.0,144.0,2638.0,13607.0,4274.0,144576.0,10690.0,12210.0,3535.0,5.0,1632.0,4069.0,5021.0,500.0,2809.0,5510.0,271.0,4900.0,5074.0,2141.0,1820.0,10338.0,1438.0,205.0,5128.0,246.0,18324.0,2790.0,4690.0,28.0,31.0,3097.0,2794.0,23448.0,43.0,6472.0,201.0,1740.0,4902.0,1574.0,2412.0,9044.0,3350.0,368.0,1183.0,4100.0,138.0,4332.0,2858.0,2396.0,7.0,897.0,3288.0,21533.0,156490.0,3035.0,3212.0,124.0,170.0,1177.0,240.0,3922.0,1310.0,55424.0,531.0,4890.0,54878.0,11462.0,344103.0,6207.0,57255.0,1640.0,10504.0,299.0,16668.0,6085.0,73272.0,3841.0,34069.0,21673.0,2355.0,69073.0,21059.0,781.0,44.0,2572.0,25148.0,7767.0,522.0,183.0,16485.0,3947.0,29334.0,9703.0,1535.0,25570.0,8930.0,508.0,415.0
201606,3032.0,704.0,1657.0,7640.0,17721.0,22312.0,20463.0,3630.0,3803.0,1469.0,151.0,1628.0,14400.0,6115.0,497.0,68.0,31595.0,47876.0,3205.0,38820.0,7081.0,695.0,148188.0,11590.0,7302.0,2066.0,38247.0,34166.0,95772.0,6773.0,488145.0,6101.0,76342.0,19855.0,1490.0,45140.0,679.0,7465.0,11627.0,4235.0,2136.0,3766.0,27259.0,2992.0,142058.0,7983.0,3304.0,7552.0,0.0,650.0,3149.0,8492.0,3155.0,892.0,814.0,91.0,10378.0,4322.0,1056.0,2154.0,7502.0,188.0,131.0,6038.0,1078.0,16632.0,1785.0,2439.0,96.0,91.0,1439.0,1583.0,13123.0,146.0,5274.0,356.0,294.0,18334.0,3479.0,829.0,3155.0,7465.0,116.0,936.0,849.0,457.0,3903.0,1967.0,505.0,77.0,7327.0,3748.0,15613.0,141068.0,3355.0,9689.0,474.0,717.0,3191.0,1849.0,2907.0,665.0,27835.0,297.0,6115.0,48443.0,6621.0,402100.0,1204.0,107077.0,4501.0,12439.0,3012.0,17652.0,3065.0,106387.0,2512.0,7125.0,25974.0,1114.0,81033.0,44885.0,204.0,590.0,846.0,11855.0,1815.0,626.0,3127.0,6993.0,4870.0,35521.0,7358.0,12246.0,1859.0,11991.0,456.0,1102.0
211540,8813.0,11185.0,46777.0,4055.0,19688.0,5980.0,19160.0,36483.0,23005.0,15759.0,20631.0,40548.0,83464.0,2608.0,8.0,1194.0,3813.0,10841.0,2178.0,8735.0,45727.0,204.0,69257.0,2962.0,35664.0,4512.0,2696.0,8486.0,15985.0,2797.0,27433.0,999.0,16481.0,1933.0,387.0,26135.0,675.0,9732.0,7273.0,687.0,45.0,5870.0,9941.0,5924.0,43526.0,3017.0,64438.0,31150.0,8.0,691.0,2762.0,685.0,5340.0,1449.0,11710.0,415.0,5270.0,2081.0,37.0,61419.0,1707.0,109.0,4499.0,2445.0,270.0,6205.0,585.0,404.0,0.0,0.0,238.0,1465.0,7401.0,463.0,1012.0,1653.0,232.0,1869.0,14557.0,351.0,1950.0,5046.0,755.0,3136.0,1527.0,1489.0,1298.0,2150.0,327.0,70.0,27602.0,1426.0,56791.0,50846.0,597.0,11537.0,1434.0,41.0,412.0,5140.0,509.0,637.0,23962.0,292.0,516.0,8426.0,719.0,28668.0,1400.0,2397.0,12773.0,1891.0,1322.0,29210.0,1678.0,66348.0,159.0,41760.0,3519.0,593.0,9434.0,2882.0,5134.0,748.0,1074.0,152277.0,40723.0,23624.0,17726.0,21418.0,26894.0,17511.0,9109.0,20745.0,771.0,31275.0,6480.0,8116.0
